Policy,# Jobs,Trial 1,Trial 2,Trial 3,Average
max_min_fairness_water_filling_perf,16,0.21605968475341797,0.17738795280456543,0.21211504936218262,0.20185422897338867
max_min_fairness_water_filling_perf,32,0.3344132900238037,0.29878973960876465,0.33107519149780273,0.3214260737101237
max_min_fairness_water_filling_perf,64,0.326946496963501,0.3716087341308594,0.33542895317077637,0.3446613947550456
max_min_fairness_water_filling_perf,128,0.26029467582702637,0.26018452644348145,0.25597071647644043,0.2588166395823161
max_min_fairness_water_filling_perf,256,1.6605839729309082,1.516747236251831,1.5801973342895508,1.5858428478240967
max_min_fairness_water_filling_perf,512,13.194199800491333,13.405938863754272,13.205029964447021,13.268389542897543
max_min_fairness_water_filling_perf,1024,134.60594987869263,133.71352100372314,140.2014172077179,136.1736293633779
max_min_fairness_water_filling_packed,16,0.48496341705322266,0.7682170867919922,0.5071260929107666,0.5867688655853271
max_min_fairness_water_filling_packed,32,3.37526798248291,1.6652414798736572,2.847395420074463,2.6293016274770102
max_min_fairness_water_filling_packed,64,10.339848279953003,11.898956537246704,8.201237678527832,10.14668083190918
max_min_fairness_water_filling_packed,128,64.1486427783966,30.948774814605713,79.61558127403259,58.237666289011635
max_min_fairness_water_filling_packed,256,574.1849813461304,1159.2643315792084,265.5852746963501,666.344862540563
