Policy,# Jobs,Trial 1,Trial 2,Trial 3,Average
max_min_fairness_perf,16,0.00971221923828125,0.007834196090698242,0.0076754093170166016,0.008407274881998697
max_min_fairness_perf,32,0.00840449333190918,0.008519887924194336,0.008143901824951172,0.008356094360351562
max_min_fairness_perf,64,0.009599447250366211,0.009845256805419922,0.010598421096801758,0.01001437505086263
max_min_fairness_perf,128,0.012044906616210938,0.012306928634643555,0.014741897583007812,0.013031244277954102
max_min_fairness_perf,256,0.016849279403686523,0.018275022506713867,0.017659902572631836,0.01759473482767741
max_min_fairness_perf,512,0.03329610824584961,0.03087139129638672,0.03203010559082031,0.03206586837768555
max_min_fairness_perf,1024,0.04275918006896973,0.04802823066711426,0.046659231185913086,0.04581554730733236
max_min_fairness_perf,2048,0.0811314582824707,0.08642125129699707,0.08268475532531738,0.08341248830159505
max_min_fairness_packed,16,0.05504727363586426,0.05514860153198242,0.050567626953125,0.05358783404032389
max_min_fairness_packed,32,0.10662388801574707,0.11440682411193848,0.10720586776733398,0.10941219329833984
max_min_fairness_packed,64,0.2813887596130371,0.29614758491516113,0.28859519958496094,0.2887105147043864
max_min_fairness_packed,128,1.020292043685913,1.105417251586914,1.0240976810455322,1.0499356587727864
max_min_fairness_packed,256,4.7363691329956055,5.7885143756866455,5.271661996841431,5.265515168507894
max_min_fairness_packed,512,34.218032121658325,34.04682493209839,33.980106353759766,34.08165446917216
max_min_fairness_packed,1024,300.7223701477051,304.6964159011841,281.95037508010864,295.7897203763326
